商品编号,商品名称,商品品牌,状态,商品价格,全国总销量,全国总库存,总可订购,北京销量,北京库存,北京可订购,固安总体销量,固安总体库存,固安总体可订购,上海总体销量,上海总体库存,上海总体可订购,广州总体销量,广州总体库存,广州总体可订购,成都总体销量,成都总体库存,成都总体可订购,武汉总体销量,武汉总体库存,武汉总体可订购,沈阳总体销量,沈阳总体库存,沈阳总体可订购,西安总体销量,西安总体库存,西安总体可订购,哈尔滨销量,哈尔滨库存,哈尔滨可订购,贵阳销量,贵阳库存,贵阳可订购,济宁销量,济宁库存,济宁可订购,济南销量,济南库存,济南可订购,太原销量,太原库存,太原可订购,德州总体销量,德州总体库存,德州总体可订购,南京销量,南京库存,南京可订购,厦门销量,厦门库存,厦门可订购,兰州销量,兰州库存,兰州可订购,呼和浩特销量,呼和浩特库存,呼和浩特可订购,深圳销量,深圳库存,深圳可订购,郑州销量,郑州库存,郑州可订购,长沙销量,长沙库存,长沙可订购,昆明销量,昆明库存,昆明可订购,银川销量,银川库存,银川可订购,北京总体销量,北京总体库存,北京总体可订购,宿迁销量,宿迁库存,宿迁可订购,南昌销量,南昌库存,南昌可订购,洛阳销量,洛阳库存,洛阳可订购,天津销量,天津库存,天津可订购,重庆销量,重庆库存,重庆可订购,合肥销量,合肥库存,合肥可订购,海口销量,海口库存,海口可订购,驻马店销量,驻马店库存,驻马店可订购,荆州销量,荆州库存,荆州可订购,南充销量,南充库存,南充可订购,唐山销量,唐山库存,唐山可订购,台州销量,台州库存,台州可订购,大同销量,大同库存,大同可订购,乌鲁木齐销量,乌鲁木齐库存,乌鲁木齐可订购,柳州销量,柳州库存,柳州可订购,长春销量,长春库存,长春可订购,衡阳销量,衡阳库存,衡阳可订购,锦州销量,锦州库存,锦州可订购,拉萨销量,拉萨库存,拉萨可订购,临汾销量,临汾库存,临汾可订购,石家庄销量,石家庄库存,石家庄可订购,南宁销量,南宁库存,南宁可订购,大连销量,大连库存,大连可订购,福州销量,福州库存,福州可订购,青岛销量,青岛库存,青岛可订购,杭州销量,杭州库存,杭州可订购
1518901,【京东超市】寿全斋 胎菊 菊花茶 杭白菊 35g/罐,寿全斋（SHOUQUANZHAI）,上柜,26,7,444,437,- ,- ,- ,0,0,0,2,136,136,0,141,141,1,40,33,1,3,3,0,6,6,0,14,14,- ,- ,- ,- ,- ,- ,- ,- ,- ,0,0,0,0,0,0,0,41,41,0,0,0,0,3,3,0,0,0,- ,- ,- ,0,3,3,0,3,3,1,0,0,0,1,1,- ,- ,- ,3,63,63,0,0,0,0,0,0,- ,- ,- ,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,- ,- ,- ,0,1,1,- ,- ,- ,- ,- ,- ,- ,- ,- ,0,0,0,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,- ,0,2,2,0,0,0,0,4,4,0,0,0,0,4,4
